title,publish_time,authors
Isolation and molecular characterization of type I and type II feline coronavirus in Malaysia,2012-11-21,"Amer, Alazawy; Siti Suri, Arshad; Abdul Rahman, Omar; Mohd, Hair Bejo; Faruku, Bande; Saeed, Sharif; Tengku Azmi, Tengku Ibrahim"
Complete Genome Analysis of Canine Respiratory Coronavirus,2013-01-31,"Lim, Seong-in; Choi, Sarah; Lim, Ji-Ae; Jeoung, Hye-Young; Song, Jae-Young; dela Pena, R. C.; An, Dong-Jun"
Binding of DC-SIGN to the Hemagglutinin of Influenza A Viruses Supports Virus Replication in DC-SIGN Expressing Cells,2013-02-12,"Hillaire, Marine L. B.; Nieuwkoop, Nella J.; Boon, Adrianus C. M.; de Mutsert, Gerrie; Vogelzang-van Trierum, Stella E.; Fouchier, Ron A. M.; Osterhaus, Albert D. M. E.; Rimmelzwaan, Guus F."
Influenza Aerosols in UK Hospitals during the H1N1 (2009) Pandemic – The Risk of Aerosol Generation during Medical Procedures,2013-02-13,"Thompson, Katy-Anne; Pappachan, John V.; Bennett, Allan M.; Mittal, Himanshu; Macken, Susan; Dove, Brian K.; Nguyen-Van-Tam, Jonathan S.; Copley, Vicky R.; O’Brien, Sarah; Hoffman, Peter; Parks, Simon; Bentley, Andrew; Isalska, Barbara; Thomson, Gail"
Chloroquine Inhibits Dengue Virus Type 2 Replication in Vero Cells but Not in C6/36 Cells,2013-01-31,"Farias, Kleber Juvenal Silva; Machado, Paula Renata Lima; da Fonseca, Benedito Antônio Lopes"
Fulminant hemophagocytic lymphohistiocytosis secondary to a reactivated EBV infection: A case report,2013-02-13,"Antonodimitrakis, Pantelis; Wassberg, Cecilia; Gerovasileiou, Spyridon; Back, Johan; Hällgren, Roger; Olsen, Björn"
Efficient Replication of the Novel Human Betacoronavirus EMC on Primary Human Epithelium Highlights Its Zoonotic Potential,2013-02-19,"Kindler, Eveline; Jónsdóttir, Hulda R.; Muth, Doreen; Hamming, Ole J.; Hartmann, Rune; Rodriguez, Regulo; Geffers, Robert; Fouchier, Ron A. M.; Drosten, Christian; Müller, Marcel A.; Dijkman, Ronald; Thiel, Volker"
A novel double antibody sandwich-lateral flow immunoassay for the rapid and simple detection of hepatitis C virus,2012-09-06,"XIANG, TINGXIU; JIANG, ZHENG; ZHENG, JIAN; LO, CHAOYU; TSOU, HARRY; REN, GUOSHENG; ZHANG, JUN; HUANG, AILONG; LAI, GUOQI"
Curcumin inhibits HCV replication by induction of heme oxygenase-1 and suppression of AKT,2012-08-20,"CHEN, MING-HO; LEE, MING-YANG; CHUANG, JING-JING; LI, YI-ZHEN; NING, SIN-TZU; CHEN, JUNG-CHOU; LIU, YI-WEN"
Ferret Thoracic Anatomy by 2-Deoxy-2-(18F)Fluoro-D-Glucose (18F-FDG) Positron Emission Tomography/Computed Tomography (18F-FDG PET/CT) Imaging,2012-03-01,"Wu, Albert; Zheng, Huaiyu; Kraenzle, Jennifer; Biller, Ashley; Vanover, Carol D.; Proctor, Mary; Sherwood, Leslie; Steffen, Marlene; Ng, Chin; Mollura, Daniel J.; Jonsson, Colleen B."
The role of infections and coinfections with newly identified and emerging respiratory viruses in children,2012-10-27,"Debiaggi, Maurizia; Canducci, Filippo; Ceresola, Elisa Rita; Clementi, Massimo"
Discovery and antitumor activities of constituents from Cyrtomium fortumei (J.) Smith rhizomes,2013-02-04,"Yang, Shengjie; Liu, Mingchuan; Liang, Na; Zhao, Qi; Zhang, Yuping; Xue, Wei; Yang, Song"
Residue analysis of a CTL epitope of SARS-CoV spike protein by IFN-gamma production and bioinformatics prediction,2012-09-10,"Huang, Jun; Cao, Yingnan; Bu, Xianzhang; Wu, Changyou"
Lessons learned from a double-blind randomised placebo-controlled study with a iota-carrageenan nasal spray as medical device in children with acute symptoms of common cold,2012-09-05,"Fazekas, Tamas; Eickhoff, Philipp; Pruckner, Nathalie; Vollnhofer, Georg; Fischmeister, Gustav; Diakos, Christopher; Rauch, Margit; Verdianz, Maria; Zoubek, Andreas; Gadner, Helmut; Lion, Thomas"
RNA dimerization plays a role in ribosomal frameshifting of the SARS coronavirus,2012-12-26,"Ishimaru, Daniella; Plant, Ewan P.; Sims, Amy C.; Yount, Boyd L.; Roth, Braden M.; Eldho, Nadukkudy V.; Pérez-Alvarado, Gabriela C.; Armbruster, David W.; Baric, Ralph S.; Dinman, Jonathan D.; Taylor, Deborah R.; Hennig, Mirko"
A novel bocavirus in canine liver,2013-02-13,"Li, Linlin; Pesavento, Patricia A; Leutenegger, Christian M; Estrada, Marko; Coffey, Lark L; Naccache, Samia N; Samayoa, Erik; Chiu, Charles; Qiu, Jianming; Wang, Chunlin; Deng, Xutao; Delwart, Eric"
"Modeling the impact of air, sea, and land travel restrictions supplemented by other interventions on the emergence of a new influenza pandemic virus",2012-11-19,"Chong, Ka Chun; Ying Zee, Benny Chung"
Detection of infectious bronchitis virus serotypes by reverse transcription polymerase chain reaction in broiler chickens,2013-01-31,"Jahantigh, Mohammad; Salari, Saeed; Hedayati, Mahdi"
Tracking and visualization of space-time activities for a micro-scale flu transmission study,2013-02-07,"Qi, Feng; Du, Fei"
Persistent digestive disorders in the tropics: causative infectious pathogens and reference diagnostic tests,2013-01-24,"Becker, Sören L; Vogt, Jürg; Knopp, Stefanie; Panning, Marcus; Warhurst, David C; Polman, Katja; Marti, Hanspeter; von Müller, Lutz; Yansouni, Cedric P; Jacobs, Jan; Bottieau, Emmanuel; Sacko, Moussa; Rijal, Suman; Meyanti, Fransiska; Miles, Michael A; Boelaert, Marleen; Lutumba, Pascal; van Lieshout, Lisette; N’Goran, Eliézer K; Chappuis, François; Utzinger, Jürg"
Synthetic Genomics and Synthetic Biology Applications Between Hopes and Concerns,2013-03-10,"König, Harald; Frank, Daniel; Heil, Reinhard; Coenen, Christopher"
Prescription Surveillance and Polymerase Chain Reaction Testing to Identify Pathogens during Outbreaks of Infection,2013-02-07,"Sugiura, Hiroaki; Fujimoto, Tsuguto; Sugawara, Tamie; Hanaoka, Nozomu; Konagaya, Masami; Kikuchi, Kiyoshi; Hanada, Eisuke; Okabe, Nobuhiko; Ohkusa, Yasushi"
Glucocorticosteroids as Dengue Therapeutics: Resolving Clinical Observations With a Primary Human Macrophage Model,2013-03-15,"Sayce, Andrew C.; Miller, Joanna L.; Zitzmann, Nicole"
The R0 package: a toolbox to estimate reproduction numbers for epidemic outbreaks,2012-12-18,"Obadia, Thomas; Haneef, Romana; Boëlle, Pierre-Yves"
An independent endocytic pathway stimulates different monocyte subsets by the a2 N-terminus domain of vacuolar-ATPase,2013-01-01,"Kwong, Christina; Gilman-Sachs, Alice; Beaman, Kenneth"
Enhancing Bioaerosol Sampling by Andersen Impactors Using Mineral-Oil-Spread Agar Plate,2013-02-27,"Xu, Zhenqiang; Wei, Kai; Wu, Yan; Shen, Fangxia; Chen, Qi; Li, Mingzhen; Yao, Maosheng"
Estimation of the National Disease Burden of Influenza-Associated Severe Acute Respiratory Illness in Kenya and Guatemala: A Novel Methodology,2013-02-27,"Fuller, James A.; Summers, Aimee; Katz, Mark A.; Lindblade, Kim A.; Njuguna, Henry; Arvelo, Wences; Khagayi, Sammy; Emukule, Gideon; Linares-Perez, Nivaldo; McCracken, John; Nokes, D. James; Ngama, Mwanajuma; Kazungu, Sidi; Mott, Joshua A.; Olsen, Sonja J.; Widdowson, Marc-Alain; Feikin, Daniel R."
Humoral immune response to HTLV-1 basic leucine zipper factor (HBZ) in HTLV-1-infected individuals,2013-02-13,"Enose-Akahata, Yoshimi; Abrams, Anna; Massoud, Raya; Bialuk, Izabela; Johnson, Kory R; Green, Patrick L; Maloney, Elizabeth M; Jacobson, Steven"
Modeling Host Genetic Regulation of Influenza Pathogenesis in the Collaborative Cross,2013-02-28,"Ferris, Martin T.; Aylor, David L.; Bottomly, Daniel; Whitmore, Alan C.; Aicher, Lauri D.; Bell, Timothy A.; Bradel-Tretheway, Birgit; Bryan, Janine T.; Buus, Ryan J.; Gralinski, Lisa E.; Haagmans, Bart L.; McMillan, Leonard; Miller, Darla R.; Rosenzweig, Elizabeth; Valdar, William; Wang, Jeremy; Churchill, Gary A.; Threadgill, David W.; McWeeney, Shannon K.; Katze, Michael G.; Pardo-Manuel de Villena, Fernando; Baric, Ralph S.; Heise, Mark T."
Direct Observation of Membrane Insertion by Enveloped Virus Matrix Proteins by Phosphate Displacement,2013-02-28,"Neuman, Benjamin W.; Kiss, Gabriella; Al-Mulla, Hawaa M. N.; Dokland, Terje; Buchmeier, Michael J.; Weikl, Thomas; Schley, David"
Roadmap to developing a recombinant coronavirus S protein receptor-binding domain vaccine for severe acute respiratory syndrome,2012-12-01,"Jiang, Shibo; Bottazzi, Maria Elena; Du, Lanying; Lustigman, Sara; Tseng, Chien-Te Kent; Curti, Elena; Jones, Kathryn; Zhan, Bin; Hotez, Peter J"
"(1)H, (13)C, (15)N resonance assignments of murine hepatitis virus nonstructural protein 3a",2012-11-08,"Keane, Sarah C.; Giedroc, David P."
Native Tertiary Structure and Nucleoside Modifications Suppress tRNA’s Intrinsic Ability to Activate the Innate Immune Sensor PKR,2013-03-04,"Nallagatla, Subba Rao; Jones, Christie N.; Ghosh, Saikat Kumar B.; Sharma, Suresh D.; Cameron, Craig E.; Spremulli, Linda L.; Bevilacqua, Philip C."
Complete Genome Sequence of a Variant Porcine Epidemic Diarrhea Virus Strain Isolated in Central China,2013-02-21,"Wang, Xiao-Meng; Niu, Bei-Bei; Yan, He; Gao, Dong-Sheng; Huo, Jin-Yao; Chen, Lu; Chang, Hong-Tao; Wang, Chuan-qing; Zhao, Jun"
"Ethyl 4-(5-bromo-1H-indol-3-yl)-2,6,6-trimethyl-5-oxo-1,4,5,6,7,8-hexa­hydro­quinoline-3-carboxyl­ate",2012-11-24,"Gündüz, Miyase Gözde; Butcher, Ray J.; Öztürk Yildirim, Sema; El-Khouly, Ahmed; Şafak, Cihat; Şimşek, Rahime"
Using Routine Surveillance Data to Estimate the Epidemic Potential of Emerging Zoonoses: Application to the Emergence of US Swine Origin Influenza A H3N2v Virus,2013-03-05,"Cauchemez, Simon; Epperson, Scott; Biggerstaff, Matthew; Swerdlow, David; Finelli, Lyn; Ferguson, Neil M."
Clonal Expansions of CD8(+) T Cells with IL-10 Secreting Capacity Occur during Chronic Mycobacterium tuberculosis Infection,2013-03-05,"Cyktor, Joshua C.; Carruthers, Bridget; Beamer, Gillian L.; Turner, Joanne"
Beet yellows virus replicase and replicative compartments: parallels with other RNA viruses,2013-03-06,"Gushchin, Vladimir A.; Solovyev, Andrey G.; Erokhina, Tatyana N.; Morozov, Sergey Y.; Agranovsky, Alexey A."
Anti-radiation damage effect of polyethylenimine as a toll-like receptor 5 targeted agonist,2012-10-26,"Hu, Zhiqiang; Xing, Yaling; Qian, Yuanyu; Chen, Xiaojuan; Tu, Jian; Ren, Lening; Wang, Kai; Chen, Zhongbin"
Genomics and computational science for virus research,2013-03-07,"Sato, Hironori; Yokoyama, Masaru; Toh, Hiroyuki"
Epidemiological Determinants of Successful Vaccine Development,2013-02-21,"Nishiura, Hiroshi; Mizumoto, Kenji"
Exploratory Analysis of Methods for Automated Classification of Laboratory Test Orders into Syndromic Groups in Veterinary Medicine,2013-03-07,"Dórea, Fernanda C.; Muckle, C. Anne; Kelton, David; McClure, JT.; McEwen, Beverly J.; McNab, W. Bruce; Sanchez, Javier; Revie, Crawford W."
Complete viral RNA genome sequencing of ultra-low copy samples by sequence-independent amplification,2012-09-08,"Malboeuf, Christine M.; Yang, Xiao; Charlebois, Patrick; Qu, James; Berlin, Aaron M.; Casali, Monica; Pesko, Kendra N.; Boutwell, Christian L.; DeVincenzo, John P.; Ebel, Gregory D.; Allen, Todd M.; Zody, Michael C.; Henn, Matthew R.; Levin, Joshua Z."
Max Bergmann lecture Protein epitope mimetics in the age of structural vaccinology‡,2013-01-24,"Robinson, John A"
Novel Human Gammapapillomavirus Species in a Nasal Swab,2013-03-07,"Phan, Tung Gia; Vo, Nguyen P.; Aronen, Matti; Jartti, Laura; Jartti, Tuomas; Delwart, Eric"
"Vaccination to Conserved Influenza Antigens in Mice Using a Novel Simian Adenovirus Vector, PanAd3, Derived from the Bonobo Pan paniscus",2013-03-11,"Vitelli, Alessandra; Quirion, Mary R.; Lo, Chia-Yun; Misplon, Julia A.; Grabowska, Agnieszka K.; Pierantoni, Angiolo; Ammendola, Virginia; Price, Graeme E.; Soboleski, Mark R.; Cortese, Riccardo; Colloca, Stefano; Nicosia, Alfredo; Epstein, Suzanne L."
The Role of Cysteine Proteinases and their Inhibitors in the Host-Pathogen Cross Talk,2012-12-10,"Kopitar-Jerala, Nataša"
Extreme water-related weather events and waterborne disease,2012-08-09,"CANN, K. F.; THOMAS, D. Rh.; SALMON, R. L.; WYN-JONES, A. P.; KAY, D."
Dangerous liaisons: molecular basis for a syndemic relationship between Kaposi’s sarcoma and P. falciparum malaria,2013-03-12,"Conant, Katelyn L.; Kaleeba, Johnan A. R."
Harnessing DNA Synthesis to Develop Rapid Responses to Emerging and Pandemic Pathogens,2011-03-16,"Runco, Lisa M.; Coleman, J. Robert"
"NOA36 Protein Contains a Highly Conserved Nucleolar Localization Signal Capable of Directing Functional Proteins to the Nucleolus, in Mammalian Cells",2013-03-13,"de Melo, Ivan S.; Jimenez-Nuñez, Maria D.; Iglesias, Concepción; Campos-Caro, Antonio; Moreno-Sanchez, David; Ruiz, Felix A.; Bolívar, Jorge"
First introduction of pandemic influenza A/H1N1 and detection of respiratory viruses in pediatric patients in Central African Republic,2013-02-08,"Nakouné, Emmanuel; Tricou, Vianney; Manirakiza, Alexandre; Komoyo, Francis; Selekon, Benjamin; Gody, Jean Chrysostome; Victoir, Kathleen; Buchy, Philippe; Kazanji, Mirdad"
Inhaled corticosteroid use is associated with increased circulating T regulatory cells in children with asthma,2013-01-25,"Singh, Anne Marie; Dahlberg, Paul; Burmeister, Kristjan; Evans, Michael D; Gangnon, Ronald; Roberg, Kathy A; Tisler, Christopher; DaSilva, Douglas; Pappas, Tressa; Salazar, Lisa; Lemanske, Robert F; Gern, James E; Seroogy, Christine M"
Severe lower respiratory tract infection in infants and toddlers from a non-affluent population: viral etiology and co-detection as risk factors,2013-01-25,"da Silva, Emerson Rodrigues; Pitrez, Márcio Condessa Paulo; Arruda, Eurico; Mattiello, Rita; Sarria, Edgar E; de Paula, Flávia Escremim; Proença-Modena, José Luis; Delcaro, Luana Sella; Cintra, Otávio; Jones, Marcus H; Ribeiro, José Dirceu; Stein, Renato T"
Reverse transcription loop-mediated isothermal amplification assay for rapid detection of Bovine Rotavirus,2012-08-15,"Xie, Zhixun; Fan, Qing; Liu, Jiabo; Pang, Yaoshan; Deng, Xianwen; Xie, Zhiqin; Liji, Xie; Khan, Mazhar I"
Ultra-deep mutant spectrum profiling: improving sequencing accuracy using overlapping read pairs,2013-02-12,"Chen-Harris, Haiyin; Borucki, Monica K; Torres, Clinton; Slezak, Tom R; Allen, Jonathan E"
Porcine CD8α(dim/-)NKp46(high) NK cells are in a highly activated state,2013-03-01,"Mair, Kerstin H; Müllebner, Andrea; Essler, Sabine E; Duvigneau, J Catharina; Storset, Anne K; Saalmüller, Armin; Gerner, Wilhelm"
A mixed integer linear programming model to reconstruct phylogenies from single nucleotide polymorphism haplotypes under the maximum parsimony criterion,2013-01-23,"Catanzaro, Daniele; Ravi, Ramamoorthi; Schwartz, Russell"
A novel coronavirus capable of lethal human infections: an emerging picture,2013-02-28,"Khan, Gulfaraz"
Ecology of Zoonotic Infectious Diseases in Bats: Current Knowledge and Future Directions,2013-02-10,"Hayman, D T S; Bowen, R A; Cryan, P M; McCracken, G F; O’Shea, T J; Peel, A J; Gilbert, A; Webb, C T; Wood, J L N"
Reactomes of Porcine Alveolar Macrophages Infected with Porcine Reproductive and Respiratory Syndrome Virus,2013-03-19,"Jiang, Zhihua; Zhou, Xiang; Michal, Jennifer J.; Wu, Xiao-Lin; Zhang, Lifan; Zhang, Ming; Ding, Bo; Liu, Bang; Manoranjan, Valipuram S.; Neill, John D.; Harhay, Gregory P.; Kehrli, Marcus E.; Miller, Laura C."
"Prospective surveillance study of acute respiratory infections, influenza-like illness and seasonal influenza vaccine in a cohort of juvenile idiopathic arthritis patients",2013-03-07,"Carvalho, Luciana M; de Paula, Flávia E; Silvestre, Rodrigo V D; Roberti, Luciana R; Arruda, Eurico; Mello, Wyller A; Ferriani, Virginia P L"
Evaluation on the Efficacy and Immunogenicity of Recombinant DNA Plasmids Expressing Spike Genes from Porcine Transmissible Gastroenteritis Virus and Porcine Epidemic Diarrhea Virus,2013-03-19,"Meng, Fandan; Ren, Yudong; Suo, Siqingaowa; Sun, Xuejiao; Li, Xunliang; Li, Pengchong; Yang, Wei; Li, Guangxing; Li, Lu; Schwegmann-Wessels, Christel; Herrler, Georg; Ren, Xiaofeng"
Role of Antidiarrhoeal Drugs as Adjunctive Therapies for Acute Diarrhoea in Children,2013-03-03,"Faure, Christophe"
Snapshot of Viral Infections in Wild Carnivores Reveals Ubiquity of Parvovirus and Susceptibility of Egyptian Mongoose to Feline Panleukopenia Virus,2013-03-20,"Duarte, Margarida D.; Henriques, Ana Margarida; Barros, Sílvia Carla; Fagulha, Teresa; Mendonça, Paula; Carvalho, Paulo; Monteiro, Madalena; Fevereiro, Miguel; Basto, Mafalda P.; Rosalino, Luís Miguel; Barros, Tânia; Bandeira, Victor; Fonseca, Carlos; Cunha, Mónica V."
Retroviral and Lentiviral Vectors for the Induction of Immunological Tolerance,2012-07-18,"Dufait, Inès; Liechtenstein, Therese; Lanna, Alessio; Bricogne, Christopher; Laranga, Roberta; Padella, Antonella; Breckpot, Karine; Escors, David"
Infiltration of Proinflammatory M1 Macrophages into the Outer Retina Precedes Damage in a Mouse Model of Age-Related Macular Degeneration,2013-03-07,"Cruz-Guilloty, Fernando; Saeed, Ali M.; Echegaray, Jose J.; Duffort, Stephanie; Ballmick, Asha; Tan, Yaohong; Betancourt, Michel; Viteri, Eduardo; Ramkhellawan, Ghansham C.; Ewald, Eric; Feuer, William; Huang, DeQiang; Wen, Rong; Hong, Li; Wang, Hua; Laird, James M.; Sene, Abdoulaye; Apte, Rajendra S.; Salomon, Robert G.; Hollyfield, Joe G.; Perez, Victor L."
High-throughput virtual screening and docking studies of matrix protein vp40 of ebola virus,2013-03-19,"Tamilvanan, Thangaraju; Hopper, Waheeta"
A novel submicron emulsion system loaded with vincristine–oleic acid ion-pair complex with improved anticancer effect: in vitro and in vivo studies,2013-03-20,"Zhang, Ting; Zheng, Yong; Peng, Qiang; Cao, Xi; Gong, Tao; Zhang, Zhirong"
Molecular Profiling of Multiple Human Cancers Defines an Inflammatory Cancer-Associated Molecular Pattern and Uncovers KPNA2 as a Uniform Poor Prognostic Cancer Marker,2013-03-25,"Rachidi, Saleh M.; Qin, Tingting; Sun, Shaoli; Zheng, W. Jim; Li, Zihai"
Genetic recombination in plant-infecting messenger-sense RNA viruses: overview and research perspectives,2013-03-26,"Bujarski, Jozef J."
"ciliaFA: a research tool for automated, high-throughput measurement of ciliary beat frequency using freely available software",2012-08-01,"Smith, Claire M; Djakow, Jana; Free, Robert C; Djakow, Petr; Lonnen, Rana; Williams, Gwyneth; Pohunek, Petr; Hirst, Robert A; Easton, Andrew J; Andrew, Peter W; O’Callaghan, Christopher"
Interaction of Bordetella bronchiseptica and Its Lipopolysaccharide with In Vitro Culture of Respiratory Nasal Epithelium,2013-03-11,"Gallego, Carolina; Middleton, Andrew M.; Martínez, Nhora; Romero, Stefany; Iregui, Carlos"
"Knowledge of, attitudes toward, and preventive practices relating to cholera and oral cholera vaccine among urban high-risk groups: findings of a cross-sectional study in Dhaka, Bangladesh",2013-03-19,"Wahed, Tasnuva; Kaukab, Sheikh Shah Tanvir; Saha, Nirod Chandra; Khan, Iqbal Ansary; Khanam, Farhana; Chowdhury, Fahima; Saha, Amit; Khan, Ashraful Islam; Siddik, Ashraf Uddin; Cravioto, Alejandro; Qadri, Firdausi; Uddin, Jasim"
"A Laboratory Evaluation of Medicinal Herbs Used in China for the Treatment of Hand, Foot, and Mouth Disease",2013-03-10,"Chen, Xiaoqing; Wang, Chunyang; Xu, Lanfang; Chen, Xiaoshuang; Wang, Wei; Yang, Guang; Tan, Ren Xiang; Li, Erguang; Jin, Yu"
